"tweetID","event","time","Relevancy","Moral","Stand","Rhetoric scheme","Victim","Villain","Hero","Problem nature","Blame target"
"742126755562033152",1,"0_48",1,"0","-1","2","0","0","0","0","0"
"742479221482762241",1,"0_48",1,"0","0","0-None","0","0","0","0","0"
"742478136462299136",1,"0_48",1,"0","1","4","0","0","0","0","0"
"742167893048217601",1,"0_48",1,"0","1","2","0","1","0","0","0"
"742257806997258240",1,"0_48",1,"0","-1","0-None","0","0","0","0","0"
"742491565252300800",1,"0_48",1,"0","1","3","1","0","0","0","1"
"742330315713060866",1,"0_48",1,"0","-1","6","0","0","0","0","0"
"742170815815389185",1,"0_48",1,"0","0","0-None","0","0","0","0","0"
"742023771054170112",1,"0_48",1,"0","0","6","0","0","1","0","0"
"742173047679897600",1,"0_48",1,"0","0","0-None","0","0","0","0","0"
"742079820004085760",1,"0_48",1,"1","-1","4","0","1","0","0","1"
"742195309988577280",1,"0_48",1,"1","1","5","0","0","0","1","0"
"742014098984992768",1,"0_48",1,"1","1","2","0","0","0","0","0"
"742050902018785281",1,"0_48",1,"0","1","2","0","0","0","1","1"
"742069928073650176",1,"0_48",1,"1","1","4","0","1","0","0","0"
"742391977396822017",1,"0_48",1,"0","1","3","0","0","0","1","1"
"742009733347823616",1,"0_48",1,"0","1","1-3","1","0","0","1","1"
"742228663500824576",1,"0_48",1,"0","0","4","0","0","0","0","0"
"742099067644313600",1,"0_48",1,"0","1","6","1","1","0","0","0"
"742438394136014848",1,"0_48",1,"0","1","4","0","0","0","0","1"
"742402892720709637",1,"0_48",1,"1","0.5","2","1","1","0","1","1"
"742506648061808640",1,"0_48",1,"0","-1","1-5","0","0","0","0","0"
"742476503447961600",1,"0_48",1,"0","1","6","1","0","0","0","0"
"742130038791929856",1,"0_48",1,"0","-1","2","0","0","0","0","1"
"742057511424000000",1,"0_48",1,"0","1","1-3","0","0","0","0","0"
"742183080186814464",1,"0_48",1,"0","-1","4","1","1","0","0","0"
"742147643439255552",1,"0_48",1,"0","0","0-None","0","0","0","0","0"
"742394389222334464",1,"0_48",1,"0","-1","2","0","1","0","0","1"
"742047726184108037",1,"0_48",1,"1","-1","1-1","1","0","0","1","1"
"742408325908815872",1,"0_48",1,"0","-1","4","0","1","0","0","1"
"742027579759038464",1,"0_48",1,"0","-1","2","0","1","0","0","1"
"742122667566759937",1,"0_48",1,"0","1","6","0","0","0","0","1"
"742013696394821632",1,"0_48",1,"0","1","4","0","0","0","0","1"
"742139357692301316",1,"0_48",1,"0","-1","4","0","0","0","0","0"
"742447862093623296",1,"0_48",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"742391240088424448",1,"0_48",1,"0","1","4","0","0","0","0","0"
"742078661302595584",1,"0_48",1,"1","1","5","1","0","0","0","0"
"742062422710685696",1,"0_48",1,"0","1","1-3","1","0","0","0","0"
"742140699437469696",1,"0_48",1,"0","1","0-None","0","0","0","0","0"
"742013860157104128",1,"0_48",1,"1","1","2","0","0","0","0","0"
"742610305583357952",1,"48_168",1,"0","-1","6","0","0","0","0","0"
"744205173061390336",1,"48_168",1,"0","-1","4","1","1","0","0","0"
"742725298312105984",1,"48_168",1,"0","1","2","0","0","0","0","1"
"743513948545236992",1,"48_168",1,"0","1","4","0","0","0","0","1"
"742581592011345921",1,"48_168",1,"0","-1","0-None","0","0","0","0","0"
"744212164072869888",1,"48_168",1,"0","0","4","0","0","0","0","0"
"744162687333072896",1,"48_168",1,"0","1","2","0","1","0","0","0"
"743192907922890753",1,"48_168",1,"0","1","4","0","0","0","0","0"
"743163806814248960",1,"48_168",1,"0","0","2","0","1","0","1","0"
"743921837541720068",1,"48_168",1,"1","1","6","0","0","0","0","0"
"742511022511140864",1,"48_168",1,"0","1","1-4","0","0","0","0","1"
"743173611352109056",1,"48_168",1,"0","1","3","0","0","0","0","0"
"743923251294900226",1,"48_168",1,"0","-1","6","0","0","0","0","0"
"743254446646300672",1,"48_168",1,"1","-1","2","1","1","0","1","1"
"743407205647519744",1,"48_168",1,"0","0.5","2","0","0","0","0","0"
"742530670149423104",1,"48_168",1,"0","-1","4","0","1","0","0","0"
"743113489187667968",1,"48_168",1,"0","-1","4","0","0","0","1","0"
"743134612348633092",1,"48_168",1,"0","0","0-None","0","0","0","0","0"
"743107319635038208",1,"48_168",1,"0","1","1-4","0","0","0","0","0"
"743153761711947776",1,"48_168",1,"0","1","4","0","0","0","0","0"
"743207764206333952",1,"48_168",1,"1","1","6","0","0","0","0","0"
"743196251835899904",1,"48_168",1,"0","0","0-None","0","0","0","0","0"
"743572277652926464",1,"48_168",1,"1","1","5","0","0","0","0","0"
"742768339412389891",1,"48_168",1,"0","-1","2","0","1","1","1","1"
"743579635833724928",1,"48_168",1,"0","0","2","0","1","0","0","0"
"743290703048904704",1,"48_168",1,"1","1","1-4","0","0","1","1","0"
"743953521867792384",1,"48_168",1,"0","-1","4","1","1","0","0","0"
"743657145032278016",1,"48_168",1,"0","-1","1-5","1","1","0","1","1"
"742571466013736961",1,"48_168",1,"1","-1","2","0","0","1","1","0"
"744303957695139841",1,"48_168",1,"0","1","3","0","0","0","1","1"
"742817304908464128",1,"48_168",1,"0","-1","1-5","0","0","0","0","0"
"743549031020957697",1,"48_168",1,"0","0","0-None","0","0","0","0","0"
"743704663149547522",1,"48_168",1,"0","-1","6","1","1","0","1","1"
"743844762856263681",1,"48_168",1,"0","1","3","0","0","1","1","1"
"743320380073402369",1,"48_168",1,"1","-1","5","0","0","0","1","1"
"742729625839669252",1,"48_168",1,"0","0","3","0","0","0","0","0"
"742865918846439424",1,"48_168",1,"1","1","6","0","1","0","0","0"
"742871395546210304",1,"48_168",1,"1","1","2","0","0","0","0","1"
"743489013101658113",1,"48_168",1,"0","-1","2","1","0","0","0","0"
"743281865801371648",1,"48_168",1,"0","-1","2","0","0","0","0","0"
"745055744576237568",1,"168_336",1,"0","1","1-4","0","0","0","0","1"
"745693267237416960",1,"168_336",1,"0","-1","4","0","0","0","1","1"
"745292011398303744",1,"168_336",1,"0","0","4","0","1","1","0","1"
"745794236885327872",1,"168_336",1,"0","-1","3","1","1","0","0","1"
"744544136875905025",1,"168_336",1,"0","1","0-None","0","0","0","0","0"
"745957313744252928",1,"168_336",1,"0","1","1-2","0","1","0","0","1"
"746056032074379264",1,"168_336",1,"1","1","2","0","0","1","0","1"
"746142325915553000",1,"168_336",1,"0","1","4","0","1","0","0","1"
"744369151888658432",1,"168_336",1,"0","-1","4","0","0","1","0","0"
"745834369407913984",1,"168_336",1,"1","1","0-None","0","0","1","0","0"
"745035186560196608",1,"168_336",1,"1","1","3","0","0","0","1","1"
"745649014058586113",1,"168_336",1,"0","0","4","0","0","0","0","0"
"745815197303062528",1,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"745838967912800256",1,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"745048713333088257",1,"168_336",1,"1","-1","2","1","1","0","1","1"
"744534870370574336",1,"168_336",1,"1","1","2","0","0","0","0","1"
"746717948211978240",1,"168_336",1,"0","-1","1-5","0","0","0","1","1"
"745326939645214720",1,"168_336",1,"0","0","6","0","0","1","1","0"
"745427337211043842",1,"168_336",1,"0","1","3","0","1","0","0","0"
"746345176273133568",1,"168_336",1,"1","1","3","0","0","1","1","0"
"744439799260418048",1,"168_336",1,"0","1","5","0","0","0","0","0"
"746448065691688960",1,"168_336",1,"0","-1","2","0","0","0","1","0"
"745065983837016064",1,"168_336",1,"1","-1","2","1","1","0","0","1"
"746336599907180544",1,"168_336",1,"0","1","6","0","0","1","0","0"
"745058785312411648",1,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"744877849077657601",1,"168_336",1,"1","1","6","0","0","1","0","0"
"746665844181188608",1,"168_336",1,"1","1","6","0","0","0","0","0"
"745749989721313280",1,"168_336",1,"1","-1","2","0","1","1","0","1"
"745186843730141184",1,"168_336",1,"0","1","6","0","0","1","0","0"
"745339848198873088",1,"168_336",1,"1","-1","4","0","0","0","0","0"
"745042897649733632",1,"168_336",1,"0","0","0-None","0","0","0","0","0"
"746363651985145856",1,"168_336",1,"1","1","2","0","1","0","0","0"
"745816485801529344",1,"168_336",1,"0","-1","4","0","0","0","0","0"
"746124741790969856",1,"168_336",1,"0","1","0-None","0","0","1","0","0"
"745982593686872064",1,"168_336",1,"0","1","6","0","0","1","0","0"
"744319990455623684",1,"168_336",1,"1","-1","1-5","1","1","0","1","0"
"744922484957282306",1,"168_336",1,"1","-1","4","1","0","0","1","1"
"746564032581140480",1,"168_336",1,"1","1","2","0","1","0","1","1"
"745804830980063232",1,"168_336",1,"0","-1","5","0","1","0","0","1"
"744890557416124417",1,"168_336",1,"0","-1","2","1","1","0","1","1"
